age,ethnicity,gender,location,personality,past_activities,occupation,social_media_use
20,Mixed,Male,San Francisco,Social,"['Strength Training', 'Video Games', 'Individual Sports']",Student,3
29,Hispanic,Non-Binary,Los Angeles,Ambitious,"['Indoor Activites', 'Water Sports', 'Team Sports', 'Dance']",Environmental,4
29,Mixed,Male,Austin,Ambitious,"['Video Games', 'Team Sports']",Technology,3
28,White,Female,San Diego,Introverted,['Creative'],Technology,2
27,Mixed,Non-Binary,Chicago,Relaxed,"['Water Sports', 'Strength Training']",Media,3
33,Other,Male,San Francisco,Relaxed,"['Dance', 'Video Games', 'Individual Sports', 'Indoor Activites']",Office/Admin,1
19,Hispanic,Non-Binary,Austin,Introverted,"['Creative', 'Water Sports', 'Outdoor', 'Individual Sports']",Production,5
23,Hispanic,Female,San Diego,Extroverted,"['Creative', 'Video Games', 'Dance', 'Team Sports']",Office/Admin,2
20,Asian,Female,Chicago,Social,"['Indoor Activites', 'Water Sports']",Student,2
26,Mixed,Female,Austin,Extroverted,"['Water Sports', 'Creative', 'Individual Sports', 'Video Games']",Production,1
38,Middle Eastern,Male,Houston,Introverted,"['Indoor Activites', 'Mind-Body', 'Outdoor']",Healthcare,3
34,White,Female,Los Angeles,Extroverted,"['Dance', 'Individual Sports', 'Water Sports']",Retired,5
24,Middle Eastern,Female,New York,Social,"['Individual Sports', 'Dance', 'Strength Training']",Client Relation/Support,3
22,Asian,Female,Austin,Ambitious,"['Outdoor', 'Indoor Activites']",Sales,2
31,Black,Female,Phoenix,Ambitious,['Indoor Activites'],Maintenance,1
27,Asian,Female,Phoenix,Social,"['Creative', 'Dance']",Production,5
37,Black,Female,Los Angeles,Relaxed,"['Video Games', 'Water Sports', 'Outdoor']",Office/Admin,1
26,Asian,Female,San Diego,Extroverted,"['Creative', 'Individual Sports']",Legal Work,1
21,Black,Male,Los Angeles,Extroverted,"['Mind-Body', 'Outdoor', 'Team Sports']",Student,1
18,Other,Female,Phoenix,Extroverted,"['Water Sports', 'Indoor Activites', 'Individual Sports', 'Mind-Body']",Student,1
35,Mixed,Male,Austin,Extroverted,"['Mind-Body', 'Video Games', 'Water Sports']",Client Relation/Support,4
29,Mixed,Female,Phoenix,Extroverted,"['Individual Sports', 'Indoor Activites', 'Dance']",Education,5
23,Middle Eastern,Male,Phoenix,Extroverted,['Strength Training'],Technology,3
25,Mixed,Non-Binary,Los Angeles,Introverted,['Strength Training'],Client Relation/Support,4
23,Asian,Male,Chicago,Extroverted,"['Dance', 'Individual Sports', 'Strength Training']",Media,5
22,Mixed,Male,Los Angeles,Relaxed,"['Mind-Body', 'Strength Training', 'Dance', 'Video Games']",Legal Work,4
30,Hispanic,Male,Chicago,Introverted,"['Creative', 'Water Sports']",Retired,5
26,Asian,Male,New York,Extroverted,"['Dance', 'Mind-Body']",Creative,4
19,Hispanic,Non-Binary,New York,Relaxed,"['Dance', 'Team Sports']",Student,1
39,Other,Male,Phoenix,Ambitious,"['Dance', 'Creative', 'Outdoor', 'Indoor Activites']",Client Relation/Support,4
32,White,Male,Los Angeles,Extroverted,"['Team Sports', 'Mind-Body']",Maintenance,5
31,Black,Non-Binary,Austin,Introverted,"['Team Sports', 'Creative', 'Video Games', 'Individual Sports']",Creative,2
21,Other,Male,Phoenix,Social,"['Water Sports', 'Strength Training', 'Mind-Body']",Student,1
26,Other,Female,Los Angeles,Relaxed,"['Strength Training', 'Video Games', 'Creative']",Office/Admin,2
21,Other,Female,San Diego,Ambitious,"['Outdoor', 'Indoor Activites']",Student,5
25,Middle Eastern,Female,San Francisco,Social,"['Mind-Body', 'Strength Training', 'Outdoor', 'Team Sports']",Client Relation/Support,2
18,Black,Female,Chicago,Social,['Individual Sports'],Student,1
27,Hispanic,Female,New York,Social,"['Video Games', 'Creative', 'Water Sports', 'Team Sports']",Production,5
23,Asian,Female,Houston,Extroverted,"['Indoor Activites', 'Mind-Body', 'Outdoor']",Production,5
22,Asian,Non-Binary,Los Angeles,Extroverted,['Mind-Body'],Student,2
19,Middle Eastern,Female,San Diego,Social,"['Water Sports', 'Outdoor', 'Team Sports', 'Strength Training']",Student,5
19,Mixed,Non-Binary,Austin,Ambitious,"['Indoor Activites', 'Video Games', 'Strength Training']",Student,5
29,Other,Male,San Diego,Extroverted,"['Video Games', 'Dance']",Sales,3
30,Black,Male,Chicago,Ambitious,"['Indoor Activites', 'Team Sports']",Research,1
23,White,Female,Houston,Introverted,"['Strength Training', 'Indoor Activites', 'Creative']",Education,4
24,Hispanic,Female,New York,Relaxed,"['Creative', 'Mind-Body', 'Outdoor', 'Water Sports']",Research,3
30,Other,Female,San Francisco,Extroverted,['Outdoor'],HR,3
23,White,Female,San Diego,Relaxed,"['Video Games', 'Dance', 'Water Sports']",Environmental,3
24,Asian,Male,Los Angeles,Relaxed,"['Indoor Activites', 'Strength Training', 'Dance']",Office/Admin,4
23,Mixed,Male,Los Angeles,Social,"['Strength Training', 'Creative', 'Mind-Body', 'Individual Sports']",Sales,3
24,White,Female,Los Angeles,Social,"['Creative', 'Individual Sports', 'Strength Training', 'Outdoor']",Retired,5
23,Mixed,Male,New York,Social,['Video Games'],Client Relation/Support,2
22,Other,Male,Los Angeles,Extroverted,"['Team Sports', 'Individual Sports']",Media,3
25,Black,Female,Chicago,Social,"['Dance', 'Indoor Activites']",Research,3
27,Other,Female,Chicago,Ambitious,"['Indoor Activites', 'Team Sports', 'Creative', 'Outdoor']",Office/Admin,1
40,White,Female,New York,Social,"['Creative', 'Indoor Activites']",Media,1
20,Mixed,Male,Houston,Extroverted,"['Strength Training', 'Water Sports', 'Individual Sports', 'Dance']",Environmental,3
21,Black,Female,Chicago,Social,['Video Games'],HR,4
24,Mixed,Male,Austin,Relaxed,"['Water Sports', 'Dance']",Client Relation/Support,1
25,Hispanic,Male,Phoenix,Relaxed,['Individual Sports'],Education,5
25,Other,Female,San Diego,Extroverted,"['Indoor Activites', 'Mind-Body']",Production,1
18,White,Male,Houston,Ambitious,['Water Sports'],HR,4
20,Asian,Non-Binary,Chicago,Extroverted,"['Creative', 'Outdoor', 'Mind-Body', 'Indoor Activites']",Student,4
24,Mixed,Non-Binary,Austin,Introverted,['Water Sports'],Office/Admin,3
22,Asian,Non-Binary,Los Angeles,Ambitious,"['Mind-Body', 'Individual Sports', 'Dance']",Student,5
24,Asian,Female,Phoenix,Relaxed,"['Mind-Body', 'Outdoor']",Office/Admin,1
24,Middle Eastern,Non-Binary,Chicago,Ambitious,"['Indoor Activites', 'Mind-Body']",Maintenance,5
24,Hispanic,Male,San Diego,Extroverted,"['Video Games', 'Team Sports', 'Water Sports']",Environmental,1
20,White,Non-Binary,Houston,Relaxed,"['Outdoor', 'Strength Training', 'Water Sports']",Student,4
21,Black,Female,New York,Social,"['Video Games', 'Team Sports', 'Water Sports']",Legal Work,4
32,Other,Female,Los Angeles,Extroverted,"['Video Games', 'Water Sports', 'Indoor Activites']",Office/Admin,1
36,Asian,Non-Binary,San Diego,Relaxed,"['Water Sports', 'Outdoor', 'Creative', 'Video Games']",Healthcare,3
18,White,Non-Binary,San Francisco,Introverted,"['Mind-Body', 'Water Sports', 'Video Games']",Research,4
19,Mixed,Female,San Francisco,Extroverted,"['Indoor Activites', 'Mind-Body', 'Video Games', 'Outdoor']",Student,2
24,Black,Female,Chicago,Ambitious,"['Mind-Body', 'Indoor Activites', 'Team Sports']",Legal Work,5
28,Mixed,Male,Phoenix,Social,"['Indoor Activites', 'Individual Sports', 'Strength Training']",Environmental,4
22,White,Non-Binary,Los Angeles,Social,"['Dance', 'Outdoor', 'Indoor Activites', 'Mind-Body']",Student,3
24,Hispanic,Male,Los Angeles,Extroverted,"['Individual Sports', 'Creative', 'Water Sports', 'Mind-Body']",Media,5
25,White,Non-Binary,Los Angeles,Ambitious,"['Video Games', 'Mind-Body', 'Team Sports']",Education,5
29,White,Male,Austin,Introverted,"['Team Sports', 'Outdoor', 'Strength Training', 'Video Games']",Office/Admin,1
20,Asian,Non-Binary,New York,Social,"['Team Sports', 'Strength Training', 'Water Sports', 'Creative']",Student,3
24,Hispanic,Female,Chicago,Social,"['Mind-Body', 'Individual Sports', 'Strength Training']",Production,2
20,Other,Female,Houston,Relaxed,"['Water Sports', 'Strength Training', 'Outdoor', 'Dance']",Student,2
29,White,Female,San Diego,Relaxed,"['Team Sports', 'Water Sports', 'Video Games', 'Outdoor']",Education,2
22,Other,Male,Los Angeles,Social,"['Mind-Body', 'Individual Sports']",Student,2
23,Black,Female,New York,Relaxed,"['Dance', 'Water Sports', 'Creative']",Office/Admin,5
21,Black,Non-Binary,San Diego,Ambitious,"['Water Sports', 'Individual Sports', 'Creative', 'Video Games']",Client Relation/Support,1
18,Hispanic,Non-Binary,Houston,Social,"['Mind-Body', 'Indoor Activites', 'Dance', 'Outdoor']",Student,1
24,Mixed,Male,Austin,Extroverted,"['Video Games', 'Creative', 'Individual Sports', 'Water Sports']",Legal Work,5
35,Hispanic,Male,Los Angeles,Introverted,"['Dance', 'Outdoor']",Technology,2
19,Black,Female,Austin,Introverted,['Video Games'],Student,4
30,Other,Non-Binary,Chicago,Social,"['Strength Training', 'Mind-Body', 'Water Sports']",Maintenance,3
24,White,Male,Houston,Extroverted,"['Creative', 'Video Games', 'Individual Sports']",Technology,1
25,Mixed,Female,San Diego,Introverted,"['Water Sports', 'Outdoor', 'Team Sports', 'Mind-Body']",Production,3
19,Mixed,Male,Los Angeles,Relaxed,"['Water Sports', 'Strength Training']",Student,5
18,White,Male,San Francisco,Social,"['Strength Training', 'Dance', 'Indoor Activites']",Student,1
33,Middle Eastern,Male,Houston,Extroverted,"['Creative', 'Team Sports', 'Individual Sports']",Research,1
19,Hispanic,Female,New York,Extroverted,"['Strength Training', 'Creative', 'Water Sports', 'Outdoor']",Student,1
26,Mixed,Non-Binary,San Francisco,Ambitious,"['Water Sports', 'Strength Training']",Technology,2
28,Hispanic,Male,Austin,Relaxed,['Strength Training'],Media,2
39,Asian,Female,Phoenix,Ambitious,"['Indoor Activites', 'Team Sports', 'Creative', 'Video Games']",Legal Work,5
22,Black,Female,Chicago,Extroverted,"['Mind-Body', 'Strength Training', 'Creative']",Student,5
24,Middle Eastern,Non-Binary,Los Angeles,Extroverted,"['Outdoor', 'Team Sports', 'Strength Training']",Healthcare,3
30,Middle Eastern,Non-Binary,San Francisco,Relaxed,"['Creative', 'Dance']",Media,3
26,Middle Eastern,Non-Binary,San Francisco,Relaxed,['Indoor Activites'],Creative,1
28,Middle Eastern,Female,Los Angeles,Extroverted,"['Video Games', 'Strength Training']",Production,4
39,Black,Female,Los Angeles,Social,"['Individual Sports', 'Outdoor']",Office/Admin,4
28,Hispanic,Female,New York,Introverted,['Strength Training'],Legal Work,5
